complaint_id,ward,area,landmark,category,complaint_text,language,urgency_level,votes,total_complaints_received,status,date_submitted,has_image
MG-04232,KMC-7,Singha Durbar,Singha Durbar,Garbage/Sanitation,"Garbage not collected for 4 days in Singha Durbar near Singha Durbar. Smell unbearable, stray dogs spreading waste everywhere.",en,2,14,11,WorkDone,2025-08-29,No
MG-04233,KMC-32,Gairidhara,Gairidhara,Street Lighting,Gairidhara dekhi Gairidhara market samma kei pani light chhaina. Purse snatch bhairako xa.,ne,3,0,7,New,2025-08-16,No
MG-04234,KMC-1,Thankot Chowk,Thankot,Illegal Construction,Encroachment on footpath near Thankot Chowk by Thankot shop. Pedestrians forced to walk on road.,en,1,4,1,New,2025-10-24,No
MG-04235,KMC-9,Kalimati,Tripureshwor,Noise Pollution,Loudspeaker at Tripureshwor from early morning. Religious event going on for weeks without permission check.,en,3,16,24,WorkDone,2025-04-21,No
MG-04236,KMC-12,Thamel Chowk,Thamel Chowk,Water/Drainage,Drain blocked xa Thamel Chowk najik. Paani sadak ma thulo pool ma bharyo. Mosquito breeding bhairako xa.,ne,3,5,1,Rejected,2025-06-21,Yes
MG-04237,KMC-11,Bouddha,Jorpati,Public Facilities,"Community hall in Bouddha roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,3,3,4,WIP,2025-10-02,No
MG-04238,KMC-26,Balaju Industrial Area,Balaju,Electricity,Frequent tripping of transformer in Balaju Industrial Area. Appliances getting damaged. No response from NEA when called.,en,3,5,7,New,2025-06-16,Yes
MG-04239,KMC-17,Ekantakuna,Dhobighat,Flooding,"Ekantakuna near Dhobighat floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,2,9,18,New,2025-08-20,No
MG-04240,KMC-19,Tripureshwor,Teku,Street Lighting,Tripureshwor ma street light 5 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,1,11,10,WIP,2026-03-11,No
MG-04241,KMC-9,Kalimati Bazaar,Kalimati Bazaar,Electricity,Frequent tripping of transformer in Kalimati Bazaar. Appliances getting damaged. No response from NEA when called.,en,2,11,4,WIP,2026-02-24,No
MG-04242,KMC-27,Kapan,Jorpati,Noise Pollution,Loud music from Kapan party hall near Jorpati until late night. Children and elderly suffering.,en,3,16,16,WIP,2025-09-20,No
MG-04243,KMC-3,New Road,Ason,Garbage/Sanitation,"Garbage not collected for 5 days in New Road near Ason. Smell unbearable, stray dogs spreading waste everywhere.",en,2,0,6,New,2025-10-11,No
MG-04244,KMC-10,Pashupati,Chabahil,Water/Drainage,KMC-10: Water supply not regular in Pashupati. We get water only 7 days per week. Please fix the pipe.,en,1,6,1,New,2025-11-23,No
MG-04245,KMC-2,Nagarjun,Balambu,Water/Drainage,"Drainage blocked in Nagarjun near Balambu. Rainwater not draining, road turning into pond. Mosquito breeding.",en,1,1,2,WIP,2025-09-17,No
MG-04246,KMC-15,Airport Gate,Airport Gate,Flooding,KMC-15: Flooding in Airport Gate is annual problem. No permanent solution being implemented.,en,1,17,12,WIP,2025-07-27,Yes
MG-04247,KMC-13,Tinkune,Baneshwor,Public Facilities,Park in Tinkune near Baneshwor has broken swings and rusted slides. Children getting injured. No maintenance.,en,1,11,17,Rejected,2025-07-08,No
MG-04248,KMC-19,Teku,Tripureshwor,Flooding,Bridge at Tripureshwor gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,0,3,New,2025-10-31,No
MG-04249,KMC-32,Sinamangal,Hattisar Upper,Water/Drainage,"Open drain in Sinamangal overflowing near Hattisar Upper. Sewage smell unbearable, health risk for nearby residents.",en,2,6,15,WIP,2025-07-03,No
MG-04250,KMC-13,Tinkune,Baneshwor,Garbage/Sanitation,Tinkune ma kachra collection bhayena 2 din dekhhi. Baneshwor paas foul smell aaucha.,mix,1,7,11,New,2025-04-15,No
MG-04251,KMC-22,Naxal,Battisputali,Public Facilities,Park in Naxal near Battisputali has broken swings and rusted slides. Children getting injured. No maintenance.,en,2,15,7,New,2025-07-15,Yes
MG-04252,KMC-2,Balambu,Ichangu Narayan,Public Facilities,Park in Balambu near Ichangu Narayan has broken swings and rusted slides. Children getting injured. No maintenance.,en,2,0,1,WorkDone,2025-12-20,No
MG-04253,KMC-1,Thankot,Sitapaila,Illegal Construction,Unauthorized structure built on public land near Sitapaila. Ward office ignoring complaints.,en,1,15,4,New,2025-07-30,No
MG-04254,KMC-15,Airport Gate,Sinamangal,Water/Drainage,"Drainage blocked in Airport Gate near Sinamangal. Rainwater not draining, road turning into pond. Mosquito breeding.",en,2,2,8,New,2025-10-24,Yes
MG-04255,KMC-17,Ekantakuna,Satdobato,Electricity,Power outage in Ekantakuna for 17 hours daily. NEA not giving advance notice. Businesses losing money.,en,1,1,4,WIP,2026-01-16,Yes
MG-04256,KMC-31,Sifal,Sifal,Electricity,Power outage in Sifal for 12 hours daily. NEA not giving advance notice. Businesses losing money.,en,1,6,1,New,2025-10-16,No
MG-04257,KMC-18,Balkhu,Balkhu Chowk,Garbage/Sanitation,Balkhu ma kachra collection bhayena 6 din dekhhi. Balkhu Chowk paas foul smell aaucha.,mix,2,12,11,New,2025-12-09,No
MG-04258,KMC-12,Thamel Chowk,Thamel,Road/Pothole,"Road repair urgent xa Thamel Chowk ma. Thamel najik khaldo thulo cha, motorcycle accident bhayo.",mix,3,5,5,New,2025-07-20,Yes
MG-04259,KMC-10,Gaushala,Pashupati,Street Lighting,Street lamp near Pashupati is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,2,10,2,WIP,2025-07-15,No
MG-04260,KMC-2,Balambu,Ichangu Narayan,Flooding,KMC-2: Flooding in Balambu is annual problem. No permanent solution being implemented.,en,1,4,6,New,2025-06-15,No
MG-04261,KMC-8,Kalanki Chowk,Kalanki,Garbage/Sanitation,Garbage problem serious xa Kalanki Chowk ma. Kalanki ko aagadi overflowing dustbin xa.,mix,2,8,7,Rejected,2026-03-15,No
MG-04262,KMC-10,Pashupati Temple,Pashupati Temple,Street Lighting,Street lights off xa Pashupati Temple ma since 5 weeks. Pashupati Temple najik very dangerous xa.,mix,3,10,13,Not Required For Now,2026-02-15,Yes
MG-04263,KMC-4,Basantapur,Freak Street,Traffic/Signals,Freak Street ko signal kharab xa 3 hapta dekhhi. Rush hour ma accident hune dar xa.,ne,1,11,7,New,2026-02-07,No
MG-04264,KMC-26,Balaju Industrial Area,Machapokhari,Illegal Construction,Encroachment on footpath near Balaju Industrial Area by Machapokhari shop. Pedestrians forced to walk on road.,en,1,0,5,New,2025-07-04,No
MG-04265,KMC-5,Lazimpat,Prime School,Garbage/Sanitation,Illegal dumping happening near Prime School. People throwing construction waste. Ward office not taking action.,en,2,3,5,Not Required For Now,2026-03-13,No
MG-04266,KMC-21,Dallu Chowk,Dallu Chowk,Illegal Construction,Road being dug for private pipe laying near Dallu Chowk without permission. No restoration plan.,en,2,0,8,WIP,2025-07-02,No
MG-04267,KMC-19,Kalimati Bridge,Kalimati Bridge,Illegal Construction,Encroachment on footpath near Kalimati Bridge by Kalimati Bridge shop. Pedestrians forced to walk on road.,en,1,10,2,WIP,2025-09-29,No
MG-04268,KMC-4,Basantapur,Freak Street,Garbage/Sanitation,Overflowing dustbin at Freak Street in Basantapur. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,3,4,7,New,2025-07-21,No
MG-04269,KMC-22,Naxal,Naxal,Garbage/Sanitation,Illegal dumping happening near Naxal. People throwing construction waste. Ward office not taking action.,en,3,4,3,New,2025-07-26,No
MG-04270,KMC-23,Mahaboudha,Bagbazar,Public Facilities,"Public toilet near Bagbazar in Mahaboudha is very dirty, broken taps, no water. Commuters suffering daily.",en,3,1,4,New,2025-10-03,No
MG-04271,KMC-17,Dhobighat,Dhobighat,Road/Pothole,Pothole near Dhobighat caused my motorcycle to fall. Several accidents happening at same spot. Very dangerous.,en,2,1,2,WIP,2026-02-06,Yes
MG-04272,KMC-21,Dallu Chowk,Naxal,Public Facilities,"Community hall in Dallu Chowk roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,2,9,1,WIP,2026-02-27,No
MG-04273,KMC-6,Maharajgunj,Lazimpat Crossroad,Water/Drainage,"Open drain in Maharajgunj overflowing near Lazimpat Crossroad. Sewage smell unbearable, health risk for nearby residents.",en,1,18,4,WorkDone,2025-05-15,No
MG-04274,KMC-26,Balaju,Balaju Industrial Area,Street Lighting,Balaju ko road raat ma andho xa. Multiple poles kharab xa. Accident risk धेरै xa.,ne,1,6,1,New,2026-03-25,Yes
MG-04275,KMC-5,Prime School,Lazimpat Chowk,Traffic/Signals,"Prime School crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,2,2,1,New,2025-06-01,Yes
MG-04276,KMC-16,Kumaripati,Kumaripati,Illegal Construction,Unauthorized structure built on public land near Kumaripati. Ward office ignoring complaints.,en,2,3,10,Not Required For Now,2025-07-22,No
MG-04277,KMC-13,New Baneshwor,Baneshwor,Street Lighting,KMC-13: New Baneshwor road completely dark at night. Multiple light poles not working. Accidents risk very high.,en,2,3,4,New,2025-06-10,No
MG-04278,KMC-1,Sitapaila,Sitapaila,Noise Pollution,"Construction work at Sitapaila happening at night, Sitapaila residents cannot sleep. No action despite complaints.",en,1,4,2,WIP,2025-12-09,No
MG-04279,KMC-9,Kalimati Bazaar,Kalimati Bazaar,Noise Pollution,Loudspeaker at Kalimati Bazaar from early morning. Religious event going on for weeks without permission check.,en,3,10,3,New,2026-03-21,No
MG-04280,KMC-12,Thamel,Thamel,Public Facilities,Park in Thamel near Thamel has broken swings and rusted slides. Children getting injured. No maintenance.,en,3,7,7,Rejected,2025-11-28,No
MG-04281,KMC-17,Dhobighat,Dhobighat,Garbage/Sanitation,No garbage collection vehicle has come to Dhobighat this week. Residents forced to dump on roadside.,en,1,19,3,WIP,2025-04-19,No
MG-04282,KMC-19,Teku,Tripureshwor,Traffic/Signals,"Teku crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,3,0,12,WorkDone,2025-05-23,No
MG-04283,KMC-11,Boudhanath,Bouddha,Electricity,Load shedding schedule not being followed in Boudhanath. Cuts happening outside scheduled hours too.,en,3,6,3,New,2025-10-13,No
MG-04284,KMC-4,Hanuman Dhoka,Basantapur,Electricity,Electric pole near Basantapur leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,2,0,1,New,2025-11-19,Yes
MG-04285,KMC-10,Pashupati Temple,Chabahil,Electricity,Electric pole near Chabahil leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,1,3,1,Rejected,2026-03-22,No
MG-04286,KMC-20,Swayambhunath,Swayambhunath,Electricity,Power outage in Swayambhunath for 15 hours daily. NEA not giving advance notice. Businesses losing money.,en,3,6,17,New,2025-11-10,No
MG-04287,KMC-25,Balaju,Balaju,Street Lighting,Balaju ko road raat ma andho xa. Multiple poles kharab xa. Accident risk धेरै xa.,ne,2,9,3,WIP,2025-10-27,No
MG-04288,KMC-5,Lazimpat,Lazimpat Chowk,Noise Pollution,Vehicle horns and noise near Lazimpat school affecting students during exam. Traffic diversion needed.,en,1,24,9,WorkDone,2025-06-10,No
MG-04289,KMC-30,Kamalpokhari,Minbhawan,Flooding,Bridge at Minbhawan gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,7,4,WorkDone,2026-02-01,Yes
MG-04290,KMC-30,Kamalpokhari,Kamalpokhari,Water/Drainage,Drain blocked xa Kamalpokhari ma near Kamalpokhari. Rain ayepachi paani everywhere hunchha. Health risk xa.,mix,2,4,3,New,2025-07-12,No
MG-04291,KMC-18,Teku,Balkhu,Road/Pothole,Balkhu najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,1,18,13,WIP,2025-05-17,No
MG-04292,KMC-27,Gokarneshwor,Jorpati,Garbage/Sanitation,"Garbage not collected for 6 days in Gokarneshwor near Jorpati. Smell unbearable, stray dogs spreading waste everywhere.",en,2,0,1,WIP,2025-11-02,No
MG-04293,KMC-31,Sankhamul,Sankhamul,Electricity,Load shedding schedule not being followed in Sankhamul. Cuts happening outside scheduled hours too.,en,3,1,4,New,2025-07-27,No
MG-04294,KMC-26,Balaju Industrial Area,Balaju,Illegal Construction,Illegal construction blocking public road near Balaju in Balaju Industrial Area. Emergency vehicles cannot pass.,en,3,7,6,New,2025-12-10,No
MG-04295,KMC-5,Lazimpat,Lazimpat Chowk,Road/Pothole,Pothole near Lazimpat Chowk caused my motorcycle to fall. Several accidents happening at same spot. Very dangerous.,en,1,5,12,New,2026-03-11,No
MG-04296,KMC-3,New Road,Indra Chowk,Traffic/Signals,"No traffic management at New Road crossroad. Police rarely seen, vehicles going wrong way causing jams.",en,3,0,17,New,2025-10-25,No
MG-04297,KMC-17,Ekantakuna,Dhobighat,Illegal Construction,Illegal construction blocking public road near Dhobighat in Ekantakuna. Emergency vehicles cannot pass.,en,1,1,8,New,2026-02-07,Yes
MG-04298,KMC-25,Gongabu Bus Park,Balaju,Road/Pothole,Road in front of Balaju is broken with deep holes. Water collects during rain making it worse. Need immediate repair.,en,1,4,15,New,2025-08-25,No
MG-04299,KMC-7,Bhadrakali,Singha Durbar,Illegal Construction,Illegal construction blocking public road near Singha Durbar in Bhadrakali. Emergency vehicles cannot pass.,en,3,10,6,New,2025-12-13,Yes
MG-04300,KMC-25,Gongabu Bus Park,Balaju,Public Facilities,"Community hall in Gongabu Bus Park roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,2,1,5,WIP,2025-08-27,No
MG-04301,KMC-30,Minbhawan,Minbhawan,Public Facilities,"Community hall in Minbhawan roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,1,2,7,WIP,2026-02-24,No
MG-04302,KMC-1,Sitapaila,Thankot Chowk,Public Facilities,"Public toilet near Thankot Chowk in Sitapaila is very dirty, broken taps, no water. Commuters suffering daily.",en,2,3,1,WIP,2025-06-30,Yes
MG-04303,KMC-25,Gongabu,Gongabu Bus Park,Noise Pollution,Loud music from Gongabu party hall near Gongabu Bus Park until late night. Children and elderly suffering.,en,3,8,8,WIP,2025-04-05,No
MG-04304,KMC-32,Sinamangal,Sinamangal,Water/Drainage,Paani leakage xa Sinamangal ma near Sinamangal. Daily paani waste hunchha. Please inspect garnus.,ne,3,10,2,WIP,2025-09-26,No
MG-04305,KMC-21,Naxal,Naxal,Illegal Construction,Road being dug for private pipe laying near Naxal without permission. No restoration plan.,en,2,11,12,WIP,2025-04-28,No
MG-04306,KMC-18,Balkhu,Balkhu Chowk,Traffic/Signals,Balkhu Chowk ko signal timing thik chhaina. Buda manche haru cross garna sakdainan.,ne,1,13,14,WorkDone,2025-06-13,No
MG-04307,KMC-31,Sifal,Sankhamul,Illegal Construction,Illegal construction blocking public road near Sankhamul in Sifal. Emergency vehicles cannot pass.,en,1,0,3,WorkDone,2025-09-10,Yes
MG-04308,KMC-6,Lazimpat Crossroad,Chakrapath,Flooding,KMC-6: Flooding in Lazimpat Crossroad is annual problem. No permanent solution being implemented.,en,2,4,6,WIP,2025-09-07,Yes
MG-04309,KMC-32,Sinamangal,Hattisar Upper,Water/Drainage,Sinamangal ma water supply problem xa. Hattisar Upper paas ma pipe burst bhayo. Kripaya fix garnus.,mix,1,5,6,WIP,2025-05-12,No
MG-04310,KMC-23,Mahaboudha,Mahaboudha,Noise Pollution,"Generator noise from Mahaboudha business unbearable. Running 24 hours, no muffler. Please regulate.",en,3,0,1,New,2025-06-07,Yes
MG-04311,KMC-25,Gongabu,Gongabu Bus Park,Flooding,Storm drain near Gongabu Bus Park choked with plastic. Heavy rain causes immediate flooding in Gongabu.,en,3,4,8,New,2026-01-03,No
MG-04312,KMC-14,Koteshwor Chowk,Koteshwor,Water/Drainage,Paani leakage xa Koteshwor Chowk ma near Koteshwor. Daily paani waste hunchha. Please inspect garnus.,ne,2,3,3,WorkDone,2026-03-12,Yes
MG-04313,KMC-31,Sifal,Sifal,Flooding,Storm drain near Sifal choked with plastic. Heavy rain causes immediate flooding in Sifal.,en,1,3,10,New,2025-11-01,No
MG-04314,KMC-30,Shantinagar,Shantinagar,Garbage/Sanitation,Garbage problem serious xa Shantinagar ma. Shantinagar ko aagadi overflowing dustbin xa.,mix,1,14,9,New,2025-07-29,No
MG-04315,KMC-23,Mahaboudha,Mahaboudha,Electricity,Illegal electrical connection near Mahaboudha causing overload. Risk of fire. Please inspect and take action.,en,3,0,6,New,2025-04-14,No
MG-04316,KMC-26,Machapokhari,Balaju Industrial Area,Flooding,Low lying area near Balaju Industrial Area completely submerged after rain. Residents stranded for 22 hours.,en,3,24,13,New,2025-10-09,No
MG-04317,KMC-31,Sifal,Sankhamul Ghat,Public Facilities,"Public toilet near Sankhamul Ghat in Sifal is very dirty, broken taps, no water. Commuters suffering daily.",en,2,0,1,Rejected,2026-01-21,Yes
MG-04318,KMC-25,Balaju,Balaju,Noise Pollution,Loud music from Balaju party hall near Balaju until late night. Children and elderly suffering.,en,1,8,17,Not Required For Now,2025-05-11,No
MG-04319,KMC-8,Kalanki,Kalanki Chowk,Electricity,Electric pole near Kalanki Chowk leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,2,1,2,New,2025-10-11,No
MG-04320,KMC-26,Balaju Industrial Area,Machapokhari,Flooding,Bridge at Machapokhari gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,2,2,WIP,2025-09-08,No
MG-04321,KMC-11,Bouddha,Bouddha,Illegal Construction,Unauthorized structure built on public land near Bouddha. Ward office ignoring complaints.,en,1,13,1,Rejected,2025-09-21,No
MG-04322,KMC-17,Satdobato,Dhobighat,Street Lighting,No lighting from Dhobighat to Satdobato market. Several snatching incidents happened this week.,en,1,7,5,New,2025-08-20,No
MG-04323,KMC-30,Minbhawan,Minbhawan,Public Facilities,Park in Minbhawan near Minbhawan has broken swings and rusted slides. Children getting injured. No maintenance.,en,3,7,12,New,2025-09-19,Yes
MG-04324,KMC-26,Balaju,Balaju,Street Lighting,KMC-26: Balaju road completely dark at night. Multiple light poles not working. Accidents risk very high.,en,1,16,16,WorkDone,2026-02-21,Yes
MG-04325,KMC-13,Baneshwor,Baneshwor,Electricity,Frequent tripping of transformer in Baneshwor. Appliances getting damaged. No response from NEA when called.,en,1,7,3,WIP,2026-02-05,No
MG-04326,KMC-14,Jadibuti,Koteshwor,Flooding,"Jadibuti near Koteshwor floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,1,7,6,WIP,2026-02-21,No
MG-04327,KMC-16,Kumaripati,Jawalakhel,Garbage/Sanitation,"Garbage not collected for 10 days in Kumaripati near Jawalakhel. Smell unbearable, stray dogs spreading waste everywhere.",en,2,9,8,New,2026-02-23,No
